"B01003_001E","B01003_001M","GEO_ID","NAME"
"589519","*****","310M300US12260","Augusta-Richmond County, GA-SC Metro Area"
"121289","*****","310M300US12300","Augusta-Waterville, ME Micro Area"
"39386","*****","310M300US12380","Austin, MN Micro Area"
"2000590","*****","310M300US12420","Austin-Round Rock, TX Metro Area"
"27023","*****","310M300US12460","Bainbridge, GA Micro Area"
"878744","*****","310M300US12540","Bakersfield, CA Metro Area"
"2792050","*****","310M300US12580","Baltimore-Columbia-Towson, MD Metro Area"
"152284","*****","310M300US12620","Bangor, ME Metro Area"
"63340","*****","310M300US12660","Baraboo, WI Micro Area"
"45131","*****","310M300US12680","Bardstown, KY Micro Area"
"213900","*****","310M300US12700","Barnstable Town, MA Metro Area"
"58691","*****","310M300US12740","Barre, VT Micro Area"
"51867","*****","310M300US12780","Bartlesville, OK Micro Area"
"26290","*****","310M300US12820","Bastrop, LA Micro Area"
"58537","*****","310M300US12860","Batavia, NY Micro Area"
"37097","*****","310M300US12900","Batesville, AR Micro Area"
"828741","*****","310M300US12940","Baton Rouge, LA Metro Area"
"134327","*****","310M300US12980","Battle Creek, MI Metro Area"
"105350","*****","310M300US13020","Bay City, MI Metro Area"
"36744","*****","310M300US13060","Bay City, TX Micro Area"
"21632","*****","310M300US13100","Beatrice, NE Micro Area"
"408663","*****","310M300US13140","Beaumont-Port Arthur, TX Metro Area"
"87833","*****","310M300US13180","Beaver Dam, WI Micro Area"
"121699","*****","310M300US13220","Beckley, WV Metro Area"
"45669","*****","310M300US13260","Bedford, IN Micro Area"
"32729","*****","310M300US13300","Beeville, TX Micro Area"
"45323","*****","310M300US13340","Bellefontaine, OH Micro Area"
"212738","*****","310M300US13380","Bellingham, WA Metro Area"
"45847","*****","310M300US13420","Bemidji, MN Micro Area"
"175321","*****","310M300US13460","Bend-Redmond, OR Metro Area"
"27505","*****","310M300US13500","Bennettsville, SC Micro Area"
"36054","*****","310M300US13540","Bennington, VT Micro Area"
"38322","*****","310M300US13620","Berlin, NH-VT Micro Area"
"43181","*****","310M300US13660","Big Rapids, MI Micro Area"
"37911","123","310M300US13700","Big Spring, TX Micro Area"
"58763","*****","310M300US13720","Big Stone Gap, VA Micro Area"
"167545","101","310M300US13740","Billings, MT Metro Area"
"245446","*****","310M300US13780","Binghamton, NY Metro Area"
"1144097","*****","310M300US13820","Birmingham-Hoover, AL Metro Area"
"128673","88","310M300US13900","Bismarck, ND Metro Area"
"45369","*****","310M300US13940","Blackfoot, ID Micro Area"
"181863","*****","310M300US13980","Blacksburg-Christiansburg-Radford, VA Metro Area"
"189407","*****","310M300US14010","Bloomington, IL Metro Area"
"165393","*****","310M300US14020","Bloomington, IN Metro Area"
"84917","*****","310M300US14100","Bloomsburg-Berwick, PA Metro Area"
"103652","*****","310M300US14140","Bluefield, WV-VA Micro Area"
"43534","*****","310M300US14180","Blytheville, AR Micro Area"
"46449","*****","310M300US14220","Bogalusa, LA Micro Area"
"677346","*****","310M300US14260","Boise City, ID Metro Area"
"33787","*****","310M300US14300","Bonham, TX Micro Area"
"26381","*****","310M300US14340","Boone, IA Micro Area"
"53421","*****","310M300US14380","Boone, NC Micro Area"
"21704","*****","310M300US14420","Borger, TX Micro Area"
"4771936","*****","310M300US14460","Boston-Cambridge-Newton, MA-NH Metro Area"
"316782","*****","310M300US14500","Boulder, CO Metro Area"
"169250","*****","310M300US14540","Bowling Green, KY Metro Area"
"100733","*****","310M300US14580","Bozeman, MT Micro Area"
"42070","*****","310M300US14620","Bradford, PA Micro Area"
"92315","*****","310M300US14660","Brainerd, MN Micro Area"
"85837","*****","310M300US14700","Branson, MO Micro Area"
"29722","*****","310M300US14720","Breckenridge, CO Micro Area"
"258903","*****","310M300US14740","Bremerton-Silverdale, WA Metro Area"
"34667","*****","310M300US14780","Brenham, TX Micro Area"
"33291","*****","310M300US14820","Brevard, NC Micro Area"
"947328","*****","310M300US14860","Bridgeport-Stamford-Norwalk, CT Metro Area"
"34542","*****","310M300US15020","Brookhaven, MS Micro Area"
"22377","*****","310M300US15060","Brookings, OR Micro Area"
"33697","*****","310M300US15100","Brookings, SD Micro Area"
"17944","*****","310M300US15140","Brownsville, TN Micro Area"
"420201","*****","310M300US15180","Brownsville-Harlingen, TX Metro Area"
"37787","*****","310M300US15220","Brownwood, TX Micro Area"
"115939","*****","310M300US15260","Brunswick, GA Metro Area"
"42231","*****","310M300US15340","Bucyrus, OH Micro Area"
"1136670","*****","310M300US15380","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
"43920","*****","310M300US15420","Burley, ID Micro Area"
"46803","*****","310M300US15460","Burlington, IA-IL Micro Area"
"157844","*****","310M300US15500","Burlington, NC Metro Area"
"216751","*****","310M300US15540","Burlington-South Burlington, VT Metro Area"
"34514","*****","310M300US15580","Butte-Silver Bow, MT Micro Area"
"47897","*****","310M300US15620","Cadillac, MI Micro Area"
"56424","*****","310M300US15660","Calhoun, GA Micro Area"
"110979","*****","310M300US15680","California-Lexington Park, MD Metro Area"
"32386","*****","310M300US15700","Cambridge, MD Micro Area"
"39414","*****","310M300US15740","Cambridge, OH Micro Area"
"29572","*****","310M300US15780","Camden, AR Micro Area"
"25406","*****","310M300US15820","Campbellsville, KY Micro Area"
"46601","*****","310M300US15860","Cañon City, CO Micro Area"
"35733","*****","310M300US15900","Canton, IL Micro Area"
"402098","*****","310M300US15940","Canton-Massillon, OH Metro Area"
"700165","*****","310M300US15980","Cape Coral-Fort Myers, FL Metro Area"
"97136","*****","310M300US16020","Cape Girardeau, MO-IL Metro Area"
"126592","*****","310M300US16060","Carbondale-Marion, IL Metro Area"
"56793","*****","310M300US16100","Carlsbad-Artesia, NM Micro Area"
"20428","*****","310M300US16140","Carroll, IA Micro Area"
"54219","*****","310M300US16180","Carson City, NV Metro Area"
"81023","*****","310M300US16220","Casper, WY Metro Area"
"48504","*****","310M300US16260","Cedar City, UT Micro Area"
"266122","*****","310M300US16300","Cedar Rapids, IA Metro Area"
"41444","*****","310M300US16340","Cedartown, GA Micro Area"
"40723","*****","310M300US16380","Celina, OH Micro Area"
"31153","*****","310M300US16420","Central City, KY Micro Area"
"38305","*****","310M300US16460","Centralia, IL Micro Area"
"76012","*****","310M300US16500","Centralia, WA Micro Area"
"153003","*****","310M300US16540","Chambersburg-Waynesboro, PA Metro Area"
"237849","*****","310M300US16580","Champaign-Urbana, IL Metro Area"
"219964","*****","310M300US16620","Charleston, WV Metro Area"
"63439","*****","310M300US16660","Charleston-Mattoon, IL Micro Area"
"744195","*****","310M300US16700","Charleston-North Charleston, SC Metro Area"
"2427024","*****","310M300US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area"
"228825","*****","310M300US16820","Charlottesville, VA Metro Area"
"548359","*****","310M300US16860","Chattanooga, TN-GA Metro Area"
"97031","*****","310M300US16940","Cheyenne, WY Metro Area"
"9549229","*****","310M300US16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
"225207","*****","310M300US17020","Chico, CA Metro Area"
"77125","*****","310M300US17060","Chillicothe, OH Micro Area"
"2156723","*****","310M300US17140","Cincinnati, OH-KY-IN Metro Area"
"216739","*****","310M300US17200","Claremont-Lebanon, NH-VT Micro Area"
"93985","*****","310M300US17220","Clarksburg, WV Micro Area"
"24296","*****","310M300US17260","Clarksdale, MS Micro Area"
"278844","*****","310M300US17300","Clarksville, TN-KY Metro Area"
"64095","*****","310M300US17340","Clearlake, CA Micro Area"
"33121","*****","310M300US17380","Cleveland, MS Micro Area"
"120388","*****","310M300US17420","Cleveland, TN Metro Area"
"2062764","*****","310M300US17460","Cleveland-Elyria, OH Metro Area"
"39064","*****","310M300US17500","Clewiston, FL Micro Area"
"47587","*****","310M300US17540","Clinton, IA Micro Area"
"50283","*****","310M300US17580","Clovis, NM Micro Area"
"39796","*****","310M300US17620","Coamo, PR Micro Area"
"29239","*****","310M300US17640","Coco, PR Micro Area"
"150128","*****","310M300US17660","Coeur d'Alene, ID Metro Area"
"33463","*****","310M300US17700","Coffeyville, KS Micro Area"
"43543","*****","310M300US17740","Coldwater, MI Micro Area"
"248554","*****","310M300US17780","College Station-Bryan, TX Metro Area"
"698595","*****","310M300US17820","Colorado Springs, CO Metro Area"
"174589","*****","310M300US17860","Columbia, MO Metro Area"
"808377","*****","310M300US17900","Columbia, SC Metro Area"
"309979","*****","310M300US17980","Columbus, GA-AL Metro Area"
"81024","*****","310M300US18020","Columbus, IN Metro Area"
"59558","*****","310M300US18060","Columbus, MS Micro Area"
"32875","*****","310M300US18100","Columbus, NE Micro Area"
"2023695","*****","310M300US18140","Columbus, OH Metro Area"
"147958","*****","310M300US18180","Concord, NH Micro Area"
"23426","*****","310M300US18220","Connersville, IN Micro Area"
"109133","*****","310M300US18260","Cookeville, TN Micro Area"
"62921","*****","310M300US18300","Coos Bay, OR Micro Area"
"23005","*****","310M300US18380","Cordele, GA Micro Area"
"37242","*****","310M300US18420","Corinth, MS Micro Area"
"43878","*****","310M300US18460","Cornelia, GA Micro Area"
"97539","*****","310M300US18500","Corning, NY Micro Area"
"450183","*****","310M300US18580","Corpus Christi, TX Metro Area"
"48239","*****","310M300US18620","Corsicana, TX Micro Area"
"48334","*****","310M300US18660","Cortland, NY Micro Area"
"88249","*****","310M300US18700","Corvallis, OR Metro Area"
"36602","*****","310M300US18740","Coshocton, OH Micro Area"
"13056","*****","310M300US18780","Craig, CO Micro Area"
"38288","*****","310M300US18820","Crawfordsville, IN Micro Area"
"27442","*****","310M300US18860","Crescent City, CA Micro Area"
"261048","*****","310M300US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area"
"58178","*****","310M300US18900","Crossville, TN Micro Area"
"81703","*****","310M300US18980","Cullman, AL Micro Area"
"41725","*****","310M300US19000","Cullowhee, NC Micro Area"
"100012","*****","310M300US19060","Cumberland, MD-WV Metro Area"
"7104415","*****","310M300US19100","Dallas-Fort Worth-Arlington, TX Metro Area"
"143407","*****","310M300US19140","Dalton, GA Metro Area"
"79207","*****","310M300US19180","Danville, IL Metro Area"
"54186","*****","310M300US19220","Danville, KY Micro Area"
"103881","*****","310M300US19260","Danville, VA Micro Area"
"203360","*****","310M300US19300","Daphne-Fairhope-Foley, AL Metro Area"
"383141","*****","310M300US19340","Davenport-Moline-Rock Island, IA-IL Metro Area"
"800893","*****","310M300US19380","Dayton, OH Metro Area"
"32478","*****","310M300US19420","Dayton, TN Micro Area"
"152445","*****","310M300US19460","Decatur, AL Metro Area"
"107587","*****","310M300US19500","Decatur, IL Metro Area"
"35018","*****","310M300US19540","Decatur, IN Micro Area"
"38311","*****","310M300US19580","Defiance, OH Micro Area"
"48976","*****","310M300US19620","Del Rio, TX Micro Area"
"623675","*****","310M300US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
"24319","*****","310M300US19700","Deming, NM Micro Area"
"2798684","*****","310M300US19740","Denver-Aurora-Lakewood, CO Metro Area"
"36598","*****","310M300US19760","DeRidder, LA Micro Area"
"623113","*****","310M300US19780","Des Moines-West Des Moines, IA Metro Area"
"4304613","*****","310M300US19820","Detroit-Warren-Dearborn, MI Metro Area"
"30316","*****","310M300US19860","Dickinson, ND Micro Area"
"34670","*****","310M300US19940","Dixon, IL Micro Area"
"34658","*****","310M300US19980","Dodge City, KS Micro Area"
"147790","*****","310M300US20020","Dothan, AL Metro Area"
"43048","*****","310M300US20060","Douglas, GA Micro Area"
"173145","*****","310M300US20100","Dover, DE Metro Area"
"57251","*****","310M300US20140","Dublin, GA Micro Area"
"80539","*****","310M300US20180","DuBois, PA Micro Area"
"96571","*****","310M300US20220","Dubuque, IA Metro Area"
"279205","*****","310M300US20260","Duluth, MN-WI Metro Area"
"22016","*****","310M300US20300","Dumas, TX Micro Area"
"44293","*****","310M300US20340","Duncan, OK Micro Area"
"128753","*****","310M300US20380","Dunn, NC Micro Area"
"54469","*****","310M300US20420","Durango, CO Micro Area"
"45068","*****","310M300US20460","Durant, OK Micro Area"
"550281","*****","310M300US20500","Durham-Chapel Hill, NC Metro Area"
"37751","*****","310M300US20540","Dyersburg, TN Micro Area"
"57471","*****","310M300US20580","Eagle Pass, TX Micro Area"
"37461","*****","310M300US20660","Easton, MD Micro Area"
"167306","*****","310M300US20700","East Stroudsburg, PA Metro Area"
"165833","*****","310M300US20740","Eau Claire, WI Metro Area"
"53726","*****","310M300US20780","Edwards, CO Micro Area"
"34164","*****","310M300US20820","Effingham, IL Micro Area"
"41430","*****","310M300US20900","El Campo, TX Micro Area"
"179957","*****","310M300US20940","El Centro, CA Metro Area"
"40022","*****","310M300US20980","El Dorado, AR Micro Area"
"63388","*****","310M300US21020","Elizabeth City, NC Micro Area"
"150253","*****","310M300US21060","Elizabethtown-Fort Knox, KY Metro Area"
"22971","*****","310M300US21120","Elk City, OK Micro Area"
"202924","*****","310M300US21140","Elkhart-Goshen, IN Metro Area"
"29152","*****","310M300US21180","Elkins, WV Micro Area"
"54105","168","310M300US21220","Elko, NV Micro Area"
"43726","*****","310M300US21260","Ellensburg, WA Micro Area"
"86883","*****","310M300US21300","Elmira, NY Metro Area"
"838527","*****","310M300US21340","El Paso, TX Metro Area"
"33302","*****","310M300US21380","Emporia, KS Micro Area"
"62421","*****","310M300US21420","Enid, OK Metro Area"
"51073","*****","310M300US21460","Enterprise, AL Micro Area"
"277794","*****","310M300US21500","Erie, PA Metro Area"
"36395","*****","310M300US21540","Escanaba, MI Micro Area"
"39455","*****","310M300US21580","Española, NM Micro Area"
"28341","154","310M300US21640","Eufaula, AL-GA Micro Area"
"363471","*****","310M300US21660","Eugene, OR Metro Area"
"135490","*****","310M300US21700","Eureka-Arcata-Fortuna, CA Micro Area"
"20758","*****","310M300US21740","Evanston, WY Micro Area"
"315263","*****","310M300US21780","Evansville, IN-KY Metro Area"
"100031","*****","310M300US21820","Fairbanks, AK Metro Area"
"17945","*****","310M300US21840","Fairfield, IA Micro Area"
"20084","*****","310M300US21860","Fairmont, MN Micro Area"
"56575","*****","310M300US21900","Fairmont, WV Micro Area"
"24022","*****","310M300US21980","Fallon, NV Micro Area"
"232660","*****","310M300US22020","Fargo, ND-MN Metro Area"
"65251","*****","310M300US22060","Faribault-Northfield, MN Micro Area"
"66248","*****","310M300US22100","Farmington, MO Micro Area"
"128221","*****","310M300US22140","Farmington, NM Metro Area"
"385337","*****","310M300US22180","Fayetteville, NC Metro Area"
"514166","*****","310M300US22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area"
"57790","*****","310M300US22260","Fergus Falls, MN Micro Area"
"52303","*****","310M300US22280","Fernley, NV Micro Area"
"75508","*****","310M300US22300","Findlay, OH Micro Area"
"17272","*****","310M300US22340","Fitzgerald, GA Micro Area"
"138639","*****","310M300US22380","Flagstaff, AZ Metro Area"
"410881","*****","310M300US22420","Flint, MI Metro Area"
"206109","*****","310M300US22500","Florence, SC Metro Area"
"147025","*****","310M300US22520","Florence-Muscle Shoals, AL Metro Area"
"102082","*****","310M300US22540","Fond du Lac, WI Metro Area"
"66523","*****","310M300US22580","Forest City, NC Micro Area"
"26688","*****","310M300US22620","Forrest City, AR Micro Area"
"330976","*****","310M300US22660","Fort Collins, CO Metro Area"
"36945","*****","310M300US22700","Fort Dodge, IA Micro Area"
"53132","*****","310M300US22780","Fort Leonard Wood, MO Micro Area"
"59856","*****","310M300US22800","Fort Madison-Keokuk, IA-IL-MO Micro Area"
"28123","*****","310M300US22820","Fort Morgan, CO Micro Area"
"71194","*****","310M300US22840","Fort Payne, AL Micro Area"
"51906","*****","310M300US22860","Fort Polk South, LA Micro Area"
"280705","*****","310M300US22900","Fort Smith, AR-OK Metro Area"
"429060","*****","310M300US23060","Fort Wayne, IN Metro Area"
"32455","*****","310M300US23140","Frankfort, IN Micro Area"
"71986","*****","310M300US23180","Frankfort, KY Micro Area"
"25939","*****","310M300US23240","Fredericksburg, TX Micro Area"
"45839","*****","310M300US23300","Freeport, IL Micro Area"
"36576","*****","310M300US23340","Fremont, NE Micro Area"
"59559","*****","310M300US23380","Fremont, OH Micro Area"
"971616","*****","310M300US23420","Fresno, CA Metro Area"
"103132","*****","310M300US23460","Gadsden, AL Metro Area"
"56549","*****","310M300US23500","Gaffney, SC Micro Area"
"277056","*****","310M300US23540","Gainesville, FL Metro Area"
"192865","*****","310M300US23580","Gainesville, GA Metro Area"
"39064","*****","310M300US23620","Gainesville, TX Micro Area"
"51374","*****","310M300US23660","Galesburg, IL Micro Area"
"72849","*****","310M300US23700","Gallup, NM Micro Area"
"41028","*****","310M300US23780","Garden City, KS Micro Area"
"47632","*****","310M300US23820","Gardnerville Ranchos, NV Micro Area"
"61065","*****","310M300US23860","Georgetown, SC Micro Area"
"101589","*****","310M300US23900","Gettysburg, PA Metro Area"
"48116","*****","310M300US23940","Gillette, WY Micro Area"
"53408","*****","310M300US23980","Glasgow, KY Micro Area"
"126884","*****","310M300US24020","Glens Falls, NY Metro Area"
"75692","*****","310M300US24060","Glenwood Springs, CO Micro Area"
"53955","*****","310M300US24100","Gloversville, NY Micro Area"
"124496","*****","310M300US24140","Goldsboro, NC Metro Area"
"101694","*****","310M300US24220","Grand Forks, ND-MN Metro Area"
"84596","*****","310M300US24260","Grand Island, NE Metro Area"
"148798","*****","310M300US24300","Grand Junction, CO Metro Area"
"45237","*****","310M300US24330","Grand Rapids, MN Micro Area"
"1039182","*****","310M300US24340","Grand Rapids-Wyoming, MI Metro Area"
"27049","*****","310M300US24380","Grants, NM Micro Area"
"84514","*****","310M300US24420","Grants Pass, OR Metro Area"
"27067","*****","310M300US24460","Great Bend, KS Micro Area"
"81816","*****","310M300US24500","Great Falls, MT Metro Area"
"285729","*****","310M300US24540","Greeley, CO Metro Area"
"315847","*****","310M300US24580","Green Bay, WI Metro Area"
"68520","*****","310M300US24620","Greeneville, TN Micro Area"
"70926","*****","310M300US24640","Greenfield Town, MA Micro Area"
"751590","*****","310M300US24660","Greensboro-High Point, NC Metro Area"
"26480","*****","310M300US24700","Greensburg, IN Micro Area"
"48002","*****","310M300US24740","Greenville, MS Micro Area"
"176484","*****","310M300US24780","Greenville, NC Metro Area"
"51919","*****","310M300US24820","Greenville, OH Micro Area"
"872463","*****","310M300US24860","Greenville-Anderson-Mauldin, SC Metro Area"
"40334","*****","310M300US24900","Greenwood, MS Micro Area"
"94769","*****","310M300US24940","Greenwood, SC Micro Area"
"21379","*****","310M300US24980","Grenada, MS Micro Area"
"78896","*****","310M300US25020","Guayama, PR Metro Area"
"388082","*****","310M300US25060","Gulfport-Biloxi-Pascagoula, MS Metro Area"
"21409","*****","310M300US25100","Guymon, OK Micro Area"
"261156","*****","310M300US25180","Hagerstown-Martinsburg, MD-WV Metro Area"
"27765","114","310M300US25200","Hailey, ID Micro Area"
"128850","*****","310M300US25220","Hammond, LA Metro Area"
"150183","*****","310M300US25260","Hanford-Corcoran, CA Metro Area"
"38911","*****","310M300US25300","Hannibal, MO Micro Area"
"565008","*****","310M300US25420","Harrisburg-Carlisle, PA Metro Area"
"45110","*****","310M300US25460","Harrison, AR Micro Area"
"131717","*****","310M300US25500","Harrisonburg, VA Metro Area"
"1213123","*****","310M300US25540","Hartford-West Hartford-East Hartford, CT Metro Area"
"31564","*****","310M300US25580","Hastings, NE Micro Area"
"148399","*****","310M300US25620","Hattiesburg, MS Metro Area"
"28877","*****","310M300US25700","Hays, KS Micro Area"
"29306","*****","310M300US25720","Heber, UT Micro Area"
"77915","*****","310M300US25740","Helena, MT Micro Area"
"19518","*****","310M300US25760","Helena-West Helena, AR Micro Area"
"44420","*****","310M300US25780","Henderson, NC Micro Area"
"18947","*****","310M300US25820","Hereford, TX Micro Area"
"87889","*****","310M300US25840","Hermiston-Pendleton, OR Micro Area"
"364044","*****","310M300US25860","Hickory-Lenoir-Morganton, NC Metro Area"
"45909","*****","310M300US25880","Hillsdale, MI Micro Area"
"196325","*****","310M300US25900","Hilo, HI Micro Area"
"206781","*****","310M300US25940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area"
"79977","*****","310M300US25980","Hinesville, GA Metro Area"
"69505","*****","310M300US26020","Hobbs, NM Micro Area"
"114145","*****","310M300US26090","Holland, MI Micro Area"
"141373","*****","310M300US26140","Homosassa Springs, FL Metro Area"
"22938","*****","310M300US26220","Hood River, OR Micro Area"
"30682","*****","310M300US26260","Hope, AR Micro Area"
"97994","*****","310M300US26300","Hot Springs, AR Metro Area"
"38469","*****","310M300US26340","Houghton, MI Micro Area"
"211179","*****","310M300US26380","Houma-Thibodaux, LA Metro Area"
"6636208","*****","310M300US26420","Houston-The Woodlands-Sugar Land, TX Metro Area"
"61481","*****","310M300US26460","Hudson, NY Micro Area"
"45686","*****","310M300US26500","Huntingdon, PA Micro Area"
"36520","*****","310M300US26540","Huntington, IN Micro Area"
"360603","*****","310M300US26580","Huntington-Ashland, WV-KY-OH Metro Area"
"444908","*****","310M300US26620","Huntsville, AL Metro Area"
"85299","*****","310M300US26660","Huntsville, TX Micro Area"
"18163","*****","310M300US26700","Huron, SD Micro Area"
"63360","*****","310M300US26740","Hutchinson, KS Micro Area"
"35816","*****","310M300US26780","Hutchinson, MN Micro Area"
"140427","*****","310M300US26820","Idaho Falls, ID Metro Area"
"86551","*****","310M300US26860","Indiana, PA Micro Area"
"1989032","*****","310M300US26900","Indianapolis-Carmel-Anderson, IN Metro Area"
"26915","*****","310M300US26940","Indianola, MS Micro Area"
"64147","*****","310M300US26960","Ionia, MI Micro Area"
"166520","*****","310M300US26980","Iowa City, IA Metro Area"
"30048","*****","310M300US27020","Iron Mountain, MI-WI Micro Area"
"104415","*****","310M300US27060","Ithaca, NY Metro Area"
"158989","*****","310M300US27100","Jackson, MI Metro Area"
"578565","*****","310M300US27140","Jackson, MS Metro Area"
"32624","*****","310M300US27160","Jackson, OH Micro Area"
"129538","*****","310M300US27180","Jackson, TN Metro Area"
"33699","*****","310M300US27220","Jackson, WY-ID Micro Area"
"1447884","*****","310M300US27260","Jacksonville, FL Metro Area"
"39551","*****","310M300US27300","Jacksonville, IL Micro Area"
"192685","*****","310M300US27340","Jacksonville, NC Metro Area"
"51594","*****","310M300US27380","Jacksonville, TX Micro Area"
"21058","*****","310M300US27420","Jamestown, ND Micro Area"
"130846","*****","310M300US27460","Jamestown-Dunkirk-Fredonia, NY Micro Area"
"161226","*****","310M300US27500","Janesville-Beloit, WI Metro Area"
"54850","*****","310M300US27540","Jasper, IN Micro Area"
"15297","*****","310M300US27580","Jayuya, PR Micro Area"
"63851","*****","310M300US27600","Jefferson, GA Micro Area"
"151056","*****","310M300US27620","Jefferson City, MO Metro Area"
"31405","*****","310M300US27660","Jennings, LA Micro Area"
"29833","*****","310M300US27700","Jesup, GA Micro Area"
"200767","*****","310M300US27740","Johnson City, TN Metro Area"
"135871","*****","310M300US27780","Johnstown, PA Metro Area"
"128344","*****","310M300US27860","Jonesboro, AR Metro Area"
"176759","*****","310M300US27900","Joplin, MO Metro Area"
"35796","*****","310M300US27920","Junction City, KS Micro Area"
"32434","*****","310M300US27940","Juneau, AK Micro Area"
"164180","*****","310M300US27980","Kahului-Wailuku-Lahaina, HI Metro Area"
"335020","*****","310M300US28020","Kalamazoo-Portage, MI Metro Area"
"96147","*****","310M300US28060","Kalispell, MT Micro Area"
"110801","*****","310M300US28100","Kankakee, IL Metro Area"
"2088830","*****","310M300US28140","Kansas City, MO-KS Metro Area"
"71093","*****","310M300US28180","Kapaa, HI Micro Area"
"55381","*****","310M300US28260","Kearney, NE Micro Area"
"76109","*****","310M300US28300","Keene, NH Micro Area"
"47421","*****","310M300US28340","Kendallville, IN Micro Area"
"30905","*****","310M300US28380","Kennett, MO Micro Area"
"279653","*****","310M300US28420","Kennewick-Richland, WA Metro Area"
"50761","*****","310M300US28500","Kerrville, TX Micro Area"
"13745","*****","310M300US28540","Ketchikan, AK Micro Area"
"76745","*****","310M300US28580","Key West, FL Micro Area"
"39502","*****","310M300US28620","Kill Devil Hills, NC Micro Area"
"432797","*****","310M300US28660","Killeen-Temple, TX Metro Area"
"306745","*****","310M300US28700","Kingsport-Bristol-Bristol, TN-VA Metro Area"
"180129","*****","310M300US28740","Kingston, NY Metro Area"
"32104","214","310M300US28780","Kingsville, TX Micro Area"
"57934","*****","310M300US28820","Kinston, NC Micro Area"
"29887","*****","310M300US28860","Kirksville, MO Micro Area"
"66018","*****","310M300US28900","Klamath Falls, OR Micro Area"
